ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,,,
20181120,8121,Washington,County,CO,64.09,35.91,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,8121,Washington,County,CO,64.09,35.91,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,8121,Washington,County,CO,64.09,35.91,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,8121,Washington,County,CO,64.09,35.91,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,8123,Weld,County,CO,58.12,41.88,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,8123,Weld,County,CO,58.12,41.88,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,8123,Weld,County,CO,58.12,41.88,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,8123,Weld,County,CO,58.12,41.88,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,8123,Weld,County,CO,58.12,41.88,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,8123,Weld,County,CO,58.12,41.88,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,8123,Weld,County,CO,58.16,41.84,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,8123,Weld,County,CO,58.16,41.84,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,8123,Weld,County,CO,58.16,41.84,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,8125,Yuma,County,CO,99.18,0.82,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,8125,Yuma,County,CO,99.18,0.82,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,8125,Yuma,County,CO,99.18,0.82,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,8125,Yuma,County,CO,99.18,0.82,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,8125,Yuma,County,CO,99.18,0.82,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,8125,Yuma,County,CO,99.18,0.82,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,8125,Yuma,County,CO,99.18,0.82,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,8125,Yuma,County,CO,99.18,0.82,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,8125,Yuma,County,CO,99.18,0.82,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16001,Ada,County,ID,0,100,3.21,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16001,Ada,County,ID,0,100,3.21,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16001,Ada,County,ID,0,100,3.21,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16001,Ada,County,ID,0,100,3.21,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16001,Ada,County,ID,0,100,3.21,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16001,Ada,County,ID,0,100,3.21,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16001,Ada,County,ID,0,100,3.21,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16001,Ada,County,ID,0,100,3.21,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16001,Ada,County,ID,0,100,3.21,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16003,Adams,County,ID,0,100,87.12,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16003,Adams,County,ID,0,100,87.81,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16003,Adams,County,ID,0,100,87.81,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16003,Adams,County,ID,0,100,87.81,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16003,Adams,County,ID,0,100,87.81,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16003,Adams,County,ID,0,100,87.81,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16003,Adams,County,ID,0,100,88.27,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16003,Adams,County,ID,0,100,88.27,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16003,Adams,County,ID,0,100,88.27,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16005,Bannock,County,ID,0,100,65.18,4.11,0,0,2018-12-25,2018-12-31,1,,
20181218,16005,Bannock,County,ID,0,100,65.18,3.8,0,0,2018-12-18,2018-12-24,1,,
20181211,16005,Bannock,County,ID,0,100,65.18,3.8,0,0,2018-12-11,2018-12-17,1,,
20181204,16005,Bannock,County,ID,0,100,65.18,3.8,0,0,2018-12-04,2018-12-10,1,,
20181127,16005,Bannock,County,ID,0,100,65.18,3.8,0,0,2018-11-27,2018-12-03,1,,
20181120,16005,Bannock,County,ID,0,100,65.18,3.8,0,0,2018-11-20,2018-11-26,1,,
20181113,16005,Bannock,County,ID,0,100,65.18,3.8,0,0,2018-11-13,2018-11-19,1,,
20181106,16005,Bannock,County,ID,0,100,65.18,3.8,0,0,2018-11-06,2018-11-12,1,,
20181030,16005,Bannock,County,ID,0,100,65.18,3.8,0,0,2018-10-30,2018-11-05,1,,
20181225,16007,Bear,Lake,County,ID,8.43,91.57,18.92,0,0,0,2018-12-25,2018-12-31,1,
20181218,16007,Bear,Lake,County,ID,8.43,91.57,18.92,0,0,0,2018-12-18,2018-12-24,1,
20181211,16007,Bear,Lake,County,ID,8.43,91.57,18.92,0,0,0,2018-12-11,2018-12-17,1,
20181204,16007,Bear,Lake,County,ID,8.43,91.57,18.92,0,0,0,2018-12-04,2018-12-10,1,
20181127,16007,Bear,Lake,County,ID,8.43,91.57,18.92,0,0,0,2018-11-27,2018-12-03,1,
20181120,16007,Bear,Lake,County,ID,8.43,91.57,18.92,0,0,0,2018-11-20,2018-11-26,1,
20181113,16007,Bear,Lake,County,ID,8.43,91.57,18.92,0,0,0,2018-11-13,2018-11-19,1,
20181106,16007,Bear,Lake,County,ID,8.43,91.57,18.92,0,0,0,2018-11-06,2018-11-12,1,
20181030,16007,Bear,Lake,County,ID,0,100,18.92,0,0,0,2018-10-30,2018-11-05,1,
20181225,16009,Benewah,County,ID,0,100,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16009,Benewah,County,ID,0,100,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16009,Benewah,County,ID,0,100,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16009,Benewah,County,ID,0,100,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16009,Benewah,County,ID,0,100,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16009,Benewah,County,ID,0,100,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16009,Benewah,County,ID,0,100,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16009,Benewah,County,ID,0,100,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16009,Benewah,County,ID,0,100,68.7,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16011,Bingham,County,ID,43.07,56.93,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16011,Bingham,County,ID,43.07,56.93,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16011,Bingham,County,ID,43.07,56.93,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16011,Bingham,County,ID,43.07,56.93,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16011,Bingham,County,ID,43.07,56.93,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16011,Bingham,County,ID,43.07,56.93,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16011,Bingham,County,ID,43.07,56.93,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16011,Bingham,County,ID,43.07,56.93,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16011,Bingham,County,ID,19.36,80.64,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16013,Blaine,County,ID,41.14,58.86,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16013,Blaine,County,ID,41.14,58.86,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16013,Blaine,County,ID,41.14,58.86,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16013,Blaine,County,ID,87.91,12.09,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16013,Blaine,County,ID,87.91,12.09,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16013,Blaine,County,ID,87.91,12.09,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16013,Blaine,County,ID,87.91,12.09,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16013,Blaine,County,ID,87.91,12.09,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16013,Blaine,County,ID,87.91,12.09,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16015,Boise,County,ID,0,100,13.53,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16015,Boise,County,ID,0,100,13.53,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16015,Boise,County,ID,0,100,13.53,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16015,Boise,County,ID,0,100,13.53,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16015,Boise,County,ID,0,100,13.53,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16015,Boise,County,ID,0,100,13.53,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16015,Boise,County,ID,0,100,13.53,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16015,Boise,County,ID,0,100,13.53,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16015,Boise,County,ID,0,100,13.53,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16017,Bonner,County,ID,0,100,20.39,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16017,Bonner,County,ID,0,100,20.39,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16017,Bonner,County,ID,0,100,20.39,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16017,Bonner,County,ID,0,100,20.39,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16017,Bonner,County,ID,0,100,20.39,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16017,Bonner,County,ID,0,100,20.39,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16017,Bonner,County,ID,0,100,20.39,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16017,Bonner,County,ID,0,100,20.39,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16017,Bonner,County,ID,0,100,100,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16019,Bonneville,County,ID,99.99,0.01,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16019,Bonneville,County,ID,99.99,0.01,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16019,Bonneville,County,ID,99.99,0.01,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16019,Bonneville,County,ID,99.99,0.01,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16019,Bonneville,County,ID,99.99,0.01,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16019,Bonneville,County,ID,99.99,0.01,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16019,Bonneville,County,ID,99.99,0.01,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16019,Bonneville,County,ID,99.99,0.01,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16019,Bonneville,County,ID,0,100,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16021,Boundary,County,ID,0,100,99.81,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16021,Boundary,County,ID,0,100,99.81,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16021,Boundary,County,ID,0,100,99.81,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16021,Boundary,County,ID,0,100,99.81,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16021,Boundary,County,ID,0,100,99.81,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16021,Boundary,County,ID,0,100,99.81,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16021,Boundary,County,ID,0,100,99.81,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16021,Boundary,County,ID,0,100,99.81,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16021,Boundary,County,ID,0,100,100,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16023,Butte,County,ID,83.54,16.46,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16023,Butte,County,ID,83.54,16.46,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16023,Butte,County,ID,83.54,16.46,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16023,Butte,County,ID,100,0,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16023,Butte,County,ID,100,0,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16023,Butte,County,ID,100,0,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16023,Butte,County,ID,100,0,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16023,Butte,County,ID,100,0,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16023,Butte,County,ID,100,0,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16025,Camas,County,ID,4.87,95.13,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16025,Camas,County,ID,4.87,95.13,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16025,Camas,County,ID,4.87,95.13,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16025,Camas,County,ID,8.74,91.26,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16025,Camas,County,ID,8.74,91.26,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16025,Camas,County,ID,8.74,91.26,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16025,Camas,County,ID,8.74,91.26,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16025,Camas,County,ID,8.74,91.26,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16025,Camas,County,ID,8.74,91.26,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16027,Canyon,County,ID,0,100,86.23,25.02,0,0,2018-12-25,2018-12-31,1,,
20181218,16027,Canyon,County,ID,0,100,86.23,23.8,0,0,2018-12-18,2018-12-24,1,,
20181211,16027,Canyon,County,ID,0,100,86.23,23.8,0,0,2018-12-11,2018-12-17,1,,
20181204,16027,Canyon,County,ID,0,100,86.23,23.8,0,0,2018-12-04,2018-12-10,1,,
20181127,16027,Canyon,County,ID,0,100,86.23,23.8,0,0,2018-11-27,2018-12-03,1,,
20181120,16027,Canyon,County,ID,0,100,86.23,23.8,0,0,2018-11-20,2018-11-26,1,,
20181113,16027,Canyon,County,ID,0,100,86.23,23.8,0,0,2018-11-13,2018-11-19,1,,
20181106,16027,Canyon,County,ID,0,100,86.23,23.8,0,0,2018-11-06,2018-11-12,1,,
20181030,16027,Canyon,County,ID,0,100,86.23,23.8,0,0,2018-10-30,2018-11-05,1,,
20181225,16029,Caribou,County,ID,39.09,60.91,21.2,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16029,Caribou,County,ID,39.09,60.91,21.2,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16029,Caribou,County,ID,39.09,60.91,21.2,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16029,Caribou,County,ID,39.09,60.91,21.2,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16029,Caribou,County,ID,39.09,60.91,21.2,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16029,Caribou,County,ID,39.09,60.91,21.2,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16029,Caribou,County,ID,39.09,60.91,21.2,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16029,Caribou,County,ID,39.09,60.91,21.2,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16029,Caribou,County,ID,0,100,21.2,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16031,Cassia,County,ID,11.49,88.51,60.57,11.24,0,0,2018-12-25,2018-12-31,1,,
20181218,16031,Cassia,County,ID,11.49,88.51,60.57,11.43,0,0,2018-12-18,2018-12-24,1,,
20181211,16031,Cassia,County,ID,11.49,88.51,60.57,11.43,0,0,2018-12-11,2018-12-17,1,,
20181204,16031,Cassia,County,ID,11.49,88.51,60.57,11.43,0,0,2018-12-04,2018-12-10,1,,
20181127,16031,Cassia,County,ID,11.49,88.51,60.57,11.43,0,0,2018-11-27,2018-12-03,1,,
20181120,16031,Cassia,County,ID,11.49,88.51,60.57,11.43,0,0,2018-11-20,2018-11-26,1,,
20181113,16031,Cassia,County,ID,11.49,88.51,60.57,11.43,0,0,2018-11-13,2018-11-19,1,,
20181106,16031,Cassia,County,ID,11.49,88.51,60.57,11.43,0,0,2018-11-06,2018-11-12,1,,
20181030,16031,Cassia,County,ID,11.49,88.51,60.57,11.43,0,0,2018-10-30,2018-11-05,1,,
20181225,16033,Clark,County,ID,100,0,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16033,Clark,County,ID,100,0,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16033,Clark,County,ID,100,0,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16033,Clark,County,ID,100,0,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16033,Clark,County,ID,100,0,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16033,Clark,County,ID,100,0,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16033,Clark,County,ID,100,0,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16033,Clark,County,ID,100,0,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16033,Clark,County,ID,96.62,3.38,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16035,Clearwater,County,ID,87.3,12.7,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16035,Clearwater,County,ID,87.3,12.7,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16035,Clearwater,County,ID,87.3,12.7,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16035,Clearwater,County,ID,87.3,12.7,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16035,Clearwater,County,ID,87.3,12.7,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16035,Clearwater,County,ID,87.3,12.7,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16035,Clearwater,County,ID,87.3,12.7,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16035,Clearwater,County,ID,87.3,12.7,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16035,Clearwater,County,ID,48.28,51.72,0.66,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16037,Custer,County,ID,31.04,68.96,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16037,Custer,County,ID,31.04,68.96,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16037,Custer,County,ID,31.04,68.96,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16037,Custer,County,ID,75.35,24.65,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16037,Custer,County,ID,75.35,24.65,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16037,Custer,County,ID,75.35,24.65,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16037,Custer,County,ID,75.35,24.65,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16037,Custer,County,ID,75.35,24.65,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16037,Custer,County,ID,75.35,24.65,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16039,Elmore,County,ID,0,100,2.02,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16039,Elmore,County,ID,0,100,2.02,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16039,Elmore,County,ID,0,100,2.02,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16039,Elmore,County,ID,0,100,2.02,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16039,Elmore,County,ID,0,100,2.02,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16039,Elmore,County,ID,0,100,2.02,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16039,Elmore,County,ID,0,100,2.02,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16039,Elmore,County,ID,0,100,2.02,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16039,Elmore,County,ID,0,100,2.02,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16041,Franklin,County,ID,0,100,99.73,25.99,0,0,2018-12-25,2018-12-31,1,,
20181218,16041,Franklin,County,ID,0,100,99.73,24.95,0,0,2018-12-18,2018-12-24,1,,
20181211,16041,Franklin,County,ID,0,100,99.73,24.95,0,0,2018-12-11,2018-12-17,1,,
20181204,16041,Franklin,County,ID,0,100,99.73,24.95,0,0,2018-12-04,2018-12-10,1,,
20181127,16041,Franklin,County,ID,0,100,99.73,24.95,0,0,2018-11-27,2018-12-03,1,,
20181120,16041,Franklin,County,ID,0,100,99.73,24.95,0,0,2018-11-20,2018-11-26,1,,
20181113,16041,Franklin,County,ID,0,100,99.73,24.95,0,0,2018-11-13,2018-11-19,1,,
20181106,16041,Franklin,County,ID,0,100,99.73,24.95,0,0,2018-11-06,2018-11-12,1,,
20181030,16041,Franklin,County,ID,0,100,99.73,24.95,0,0,2018-10-30,2018-11-05,1,,
20181225,16043,Fremont,County,ID,100,0,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16043,Fremont,County,ID,100,0,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16043,Fremont,County,ID,100,0,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16043,Fremont,County,ID,100,0,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16043,Fremont,County,ID,100,0,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16043,Fremont,County,ID,100,0,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16043,Fremont,County,ID,100,0,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16043,Fremont,County,ID,100,0,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16043,Fremont,County,ID,29.89,70.11,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16045,Gem,County,ID,0,100,91.73,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16045,Gem,County,ID,0,100,91.73,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16045,Gem,County,ID,0,100,91.73,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16045,Gem,County,ID,0,100,91.73,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16045,Gem,County,ID,0,100,91.73,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16045,Gem,County,ID,0,100,91.73,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16045,Gem,County,ID,0,100,91.73,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16045,Gem,County,ID,0,100,91.73,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16045,Gem,County,ID,0,100,91.73,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16047,Gooding,County,ID,0,100,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16047,Gooding,County,ID,0,100,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16047,Gooding,County,ID,0,100,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16047,Gooding,County,ID,0,100,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16047,Gooding,County,ID,0,100,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16047,Gooding,County,ID,0,100,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16047,Gooding,County,ID,0,100,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16047,Gooding,County,ID,0,100,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16047,Gooding,County,ID,0,100,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16049,Idaho,County,ID,57.26,42.74,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16049,Idaho,County,ID,57.26,42.74,1.46,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16049,Idaho,County,ID,57.26,42.74,1.46,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16049,Idaho,County,ID,57.26,42.74,1.46,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16049,Idaho,County,ID,57.26,42.74,1.46,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16049,Idaho,County,ID,57.26,42.74,1.46,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16049,Idaho,County,ID,57.26,42.74,1.64,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16049,Idaho,County,ID,57.26,42.74,1.64,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16049,Idaho,County,ID,57.26,42.74,1.64,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16051,Jefferson,County,ID,100,0,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16051,Jefferson,County,ID,100,0,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16051,Jefferson,County,ID,100,0,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16051,Jefferson,County,ID,100,0,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16051,Jefferson,County,ID,100,0,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16051,Jefferson,County,ID,100,0,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16051,Jefferson,County,ID,100,0,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16051,Jefferson,County,ID,100,0,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16051,Jefferson,County,ID,45.75,54.25,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16053,Jerome,County,ID,85.36,14.64,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16053,Jerome,County,ID,85.36,14.64,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16053,Jerome,County,ID,85.36,14.64,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16053,Jerome,County,ID,85.36,14.64,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16053,Jerome,County,ID,85.36,14.64,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16053,Jerome,County,ID,85.36,14.64,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16053,Jerome,County,ID,85.36,14.64,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16053,Jerome,County,ID,85.36,14.64,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16053,Jerome,County,ID,85.36,14.64,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16055,Kootenai,County,ID,0,100,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16055,Kootenai,County,ID,0,100,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16055,Kootenai,County,ID,0,100,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16055,Kootenai,County,ID,0,100,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16055,Kootenai,County,ID,0,100,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,16055,Kootenai,County,ID,0,100,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,16055,Kootenai,County,ID,0,100,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,16055,Kootenai,County,ID,0,100,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,16055,Kootenai,County,ID,0,100,97.02,0,0,0,2018-10-30,2018-11-05,1,,
20181225,16057,Latah,County,ID,0.29,99.71,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,16057,Latah,County,ID,0.29,99.71,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,16057,Latah,County,ID,0.29,99.71,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,16057,Latah,County,ID,0.29,99.71,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,16057,Latah,County,ID,0.29,99.71,0,0,0,0,2018-11-27,2018-12-03,1,,
