ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190205,6081,San Mateo County,CA,15.38,84.62,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6081,San Mateo County,CA,19.66,80.34,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6081,San Mateo County,CA,0,100,79.54,0,0,0,2019-01-22,2019-01-28,1
20190115,6081,San Mateo County,CA,0,100,79.54,0,0,0,2019-01-15,2019-01-21,1
20190108,6081,San Mateo County,CA,0,100,79.54,0,0,0,2019-01-08,2019-01-14,1
20190101,6081,San Mateo County,CA,0,100,79.54,0,0,0,2019-01-01,2019-01-07,1
20190430,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6083,Santa Barbara County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6083,Santa Barbara County,CA,0,100,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6083,Santa Barbara County,CA,0,100,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6083,Santa Barbara County,CA,0,100,100,0,0,0,2019-01-29,2019-02-04,1
20190122,6083,Santa Barbara County,CA,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,6083,Santa Barbara County,CA,0,100,100,0.17,0,0,2019-01-15,2019-01-21,1
20190108,6083,Santa Barbara County,CA,0,100,100,93.19,0.17,0,2019-01-08,2019-01-14,1
20190101,6083,Santa Barbara County,CA,0,100,100,93.19,27.34,0,2019-01-01,2019-01-07,1
20190430,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6085,Santa Clara County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6085,Santa Clara County,CA,95.28,4.72,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6085,Santa Clara County,CA,77.13,22.87,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6085,Santa Clara County,CA,0,100,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6085,Santa Clara County,CA,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,6085,Santa Clara County,CA,0,100,100,0,0,0,2019-01-15,2019-01-21,1
20190108,6085,Santa Clara County,CA,0,100,100,0,0,0,2019-01-08,2019-01-14,1
20190101,6085,Santa Clara County,CA,0,100,100,0,0,0,2019-01-01,2019-01-07,1
20190430,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6087,Santa Cruz County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6087,Santa Cruz County,CA,93.97,6.03,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6087,Santa Cruz County,CA,2.59,97.41,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6087,Santa Cruz County,CA,0,100,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6087,Santa Cruz County,CA,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,6087,Santa Cruz County,CA,0,100,100,0,0,0,2019-01-15,2019-01-21,1
20190108,6087,Santa Cruz County,CA,0,100,100,0,0,0,2019-01-08,2019-01-14,1
20190101,6087,Santa Cruz County,CA,0,100,100,0,0,0,2019-01-01,2019-01-07,1
20190430,6089,Shasta County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6089,Shasta County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6089,Shasta County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6089,Shasta County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6089,Shasta County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6089,Shasta County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6089,Shasta County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6089,Shasta County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6089,Shasta County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6089,Shasta County,CA,99.81,0.19,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6089,Shasta County,CA,81.48,18.52,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6089,Shasta County,CA,50.32,49.68,0.14,0,0,0,2019-02-12,2019-02-18,1
20190205,6089,Shasta County,CA,50.32,49.68,0.14,0,0,0,2019-02-05,2019-02-11,1
20190129,6089,Shasta County,CA,0,100,0.14,0,0,0,2019-01-29,2019-02-04,1
20190122,6089,Shasta County,CA,0,100,99,0,0,0,2019-01-22,2019-01-28,1
20190115,6089,Shasta County,CA,0,100,99,0,0,0,2019-01-15,2019-01-21,1
20190108,6089,Shasta County,CA,0,100,99,0,0,0,2019-01-08,2019-01-14,1
20190101,6089,Shasta County,CA,0,100,99,0,0,0,2019-01-01,2019-01-07,1
20190430,6091,Sierra County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6091,Sierra County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6091,Sierra County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6091,Sierra County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6091,Sierra County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6091,Sierra County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6091,Sierra County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6091,Sierra County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6091,Sierra County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6091,Sierra County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6091,Sierra County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6091,Sierra County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6091,Sierra County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6091,Sierra County,CA,70.05,29.95,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6091,Sierra County,CA,0,100,93.15,0,0,0,2019-01-22,2019-01-28,1
20190115,6091,Sierra County,CA,0,100,93.15,0,0,0,2019-01-15,2019-01-21,1
20190108,6091,Sierra County,CA,0,100,93.15,0,0,0,2019-01-08,2019-01-14,1
20190101,6091,Sierra County,CA,0,100,93.15,0,0,0,2019-01-01,2019-01-07,1
20190430,6093,Siskiyou County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6093,Siskiyou County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6093,Siskiyou County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6093,Siskiyou County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6093,Siskiyou County,CA,86.52,13.48,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6093,Siskiyou County,CA,86.52,13.48,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6093,Siskiyou County,CA,86.52,13.48,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6093,Siskiyou County,CA,86.52,13.48,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6093,Siskiyou County,CA,53.5,46.5,14.34,0,0,0,2019-03-05,2019-03-11,1
20190226,6093,Siskiyou County,CA,11.04,88.96,46.98,0,0,0,2019-02-26,2019-03-04,1
20190219,6093,Siskiyou County,CA,0,100,76.23,33.4,0,0,2019-02-19,2019-02-25,1
20190212,6093,Siskiyou County,CA,0,100,84.91,40.04,0,0,2019-02-12,2019-02-18,1
20190205,6093,Siskiyou County,CA,0,100,84.91,46.22,0,0,2019-02-05,2019-02-11,1
20190129,6093,Siskiyou County,CA,0,100,84.91,46.22,0,0,2019-01-29,2019-02-04,1
20190122,6093,Siskiyou County,CA,0,100,99.67,68.23,17.65,0,2019-01-22,2019-01-28,1
20190115,6093,Siskiyou County,CA,0,100,99.67,68.23,17.65,0,2019-01-15,2019-01-21,1
20190108,6093,Siskiyou County,CA,0,100,99.67,68.23,17.65,0,2019-01-08,2019-01-14,1
20190101,6093,Siskiyou County,CA,0,100,99.67,68.23,17.65,0,2019-01-01,2019-01-07,1
20190430,6095,Solano County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6095,Solano County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6095,Solano County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6095,Solano County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6095,Solano County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6095,Solano County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6095,Solano County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6095,Solano County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6095,Solano County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6095,Solano County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6095,Solano County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6095,Solano County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6095,Solano County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6095,Solano County,CA,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6095,Solano County,CA,0,100,0,0,0,0,2019-01-22,2019-01-28,1
20190115,6095,Solano County,CA,0,100,0,0,0,0,2019-01-15,2019-01-21,1
20190108,6095,Solano County,CA,0,100,0,0,0,0,2019-01-08,2019-01-14,1
20190101,6095,Solano County,CA,0,100,0,0,0,0,2019-01-01,2019-01-07,1
20190430,6097,Sonoma County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6097,Sonoma County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6097,Sonoma County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6097,Sonoma County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6097,Sonoma County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6097,Sonoma County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6097,Sonoma County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6097,Sonoma County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6097,Sonoma County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6097,Sonoma County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6097,Sonoma County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6097,Sonoma County,CA,95.92,4.08,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6097,Sonoma County,CA,13.37,86.63,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6097,Sonoma County,CA,3.77,96.23,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6097,Sonoma County,CA,0,100,96.08,0,0,0,2019-01-22,2019-01-28,1
20190115,6097,Sonoma County,CA,0,100,96.08,0,0,0,2019-01-15,2019-01-21,1
20190108,6097,Sonoma County,CA,0,100,96.08,0,0,0,2019-01-08,2019-01-14,1
20190101,6097,Sonoma County,CA,0,100,96.08,0,0,0,2019-01-01,2019-01-07,1
20190430,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6099,Stanislaus County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6099,Stanislaus County,CA,99.94,0.06,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6099,Stanislaus County,CA,99.94,0.06,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6099,Stanislaus County,CA,31.06,68.94,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6099,Stanislaus County,CA,0,100,68.62,0,0,0,2019-01-22,2019-01-28,1
20190115,6099,Stanislaus County,CA,0,100,68.62,0,0,0,2019-01-15,2019-01-21,1
20190108,6099,Stanislaus County,CA,0,100,68.62,0,0,0,2019-01-08,2019-01-14,1
20190101,6099,Stanislaus County,CA,0,100,68.62,0,0,0,2019-01-01,2019-01-07,1
20190430,6101,Sutter County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6101,Sutter County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6101,Sutter County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6101,Sutter County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6101,Sutter County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6101,Sutter County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6101,Sutter County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6101,Sutter County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6101,Sutter County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6101,Sutter County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6101,Sutter County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6101,Sutter County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6101,Sutter County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6101,Sutter County,CA,0,100,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6101,Sutter County,CA,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,6101,Sutter County,CA,0,100,100,0,0,0,2019-01-15,2019-01-21,1
20190108,6101,Sutter County,CA,0,100,100,0,0,0,2019-01-08,2019-01-14,1
20190101,6101,Sutter County,CA,0,100,100,0,0,0,2019-01-01,2019-01-07,1
20190430,6103,Tehama County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6103,Tehama County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6103,Tehama County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6103,Tehama County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6103,Tehama County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6103,Tehama County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6103,Tehama County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6103,Tehama County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6103,Tehama County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6103,Tehama County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6103,Tehama County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6103,Tehama County,CA,88.13,11.87,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6103,Tehama County,CA,88.13,11.87,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6103,Tehama County,CA,11.08,88.92,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6103,Tehama County,CA,0,100,88.93,0,0,0,2019-01-22,2019-01-28,1
20190115,6103,Tehama County,CA,0,100,88.93,0,0,0,2019-01-15,2019-01-21,1
20190108,6103,Tehama County,CA,0,100,88.93,0,0,0,2019-01-08,2019-01-14,1
20190101,6103,Tehama County,CA,0,100,88.93,0,0,0,2019-01-01,2019-01-07,1
20190430,6105,Trinity County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6105,Trinity County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6105,Trinity County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6105,Trinity County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6105,Trinity County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6105,Trinity County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6105,Trinity County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6105,Trinity County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6105,Trinity County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6105,Trinity County,CA,88.68,11.32,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6105,Trinity County,CA,37.85,62.15,4.64,0,0,0,2019-02-19,2019-02-25,1
20190212,6105,Trinity County,CA,0,100,25.44,0,0,0,2019-02-12,2019-02-18,1
20190205,6105,Trinity County,CA,0,100,25.44,0,0,0,2019-02-05,2019-02-11,1
20190129,6105,Trinity County,CA,0,100,25.44,0,0,0,2019-01-29,2019-02-04,1
20190122,6105,Trinity County,CA,0,100,100,20.78,0,0,2019-01-22,2019-01-28,1
20190115,6105,Trinity County,CA,0,100,100,20.78,0,0,2019-01-15,2019-01-21,1
20190108,6105,Trinity County,CA,0,100,100,20.78,0,0,2019-01-08,2019-01-14,1
20190101,6105,Trinity County,CA,0,100,100,20.78,0,0,2019-01-01,2019-01-07,1
20190430,6107,Tulare County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6107,Tulare County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6107,Tulare County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6107,Tulare County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6107,Tulare County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6107,Tulare County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6107,Tulare County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6107,Tulare County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6107,Tulare County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6107,Tulare County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6107,Tulare County,CA,84.07,15.93,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6107,Tulare County,CA,82.2,17.8,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6107,Tulare County,CA,82.2,17.8,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6107,Tulare County,CA,82.2,17.8,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6107,Tulare County,CA,25.46,74.54,17.51,0,0,0,2019-01-22,2019-01-28,1
20190115,6107,Tulare County,CA,25.46,74.54,17.51,0,0,0,2019-01-15,2019-01-21,1
20190108,6107,Tulare County,CA,25.46,74.54,17.51,0,0,0,2019-01-08,2019-01-14,1
20190101,6107,Tulare County,CA,25.46,74.54,17.51,0,0,0,2019-01-01,2019-01-07,1
20190430,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6109,Tuolumne County,CA,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6109,Tuolumne County,CA,91.02,8.98,0,0,0,0,2019-01-22,2019-01-28,1
20190115,6109,Tuolumne County,CA,91.02,8.98,0,0,0,0,2019-01-15,2019-01-21,1
20190108,6109,Tuolumne County,CA,91.02,8.98,0,0,0,0,2019-01-08,2019-01-14,1
20190101,6109,Tuolumne County,CA,91.02,8.98,0,0,0,0,2019-01-01,2019-01-07,1
20190430,6111,Ventura County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6111,Ventura County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6111,Ventura County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6111,Ventura County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6111,Ventura County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6111,Ventura County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6111,Ventura County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6111,Ventura County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6111,Ventura County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6111,Ventura County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6111,Ventura County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6111,Ventura County,CA,0,100,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6111,Ventura County,CA,0,100,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6111,Ventura County,CA,0,100,100,0,0,0,2019-01-29,2019-02-04,1
20190122,6111,Ventura County,CA,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,6111,Ventura County,CA,0,100,100,63.13,0,0,2019-01-15,2019-01-21,1
20190108,6111,Ventura County,CA,0,100,100,91.28,63.13,0,2019-01-08,2019-01-14,1
20190101,6111,Ventura County,CA,0,100,100,91.28,70.36,0,2019-01-01,2019-01-07,1
20190430,6113,Yolo County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6113,Yolo County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6113,Yolo County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6113,Yolo County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6113,Yolo County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6113,Yolo County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6113,Yolo County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6113,Yolo County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6113,Yolo County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6113,Yolo County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6113,Yolo County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6113,Yolo County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6113,Yolo County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6113,Yolo County,CA,71.94,28.06,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6113,Yolo County,CA,0,100,31.87,0,0,0,2019-01-22,2019-01-28,1
20190115,6113,Yolo County,CA,0,100,31.87,0,0,0,2019-01-15,2019-01-21,1
20190108,6113,Yolo County,CA,0,100,31.87,0,0,0,2019-01-08,2019-01-14,1
20190101,6113,Yolo County,CA,0,100,31.87,0,0,0,2019-01-01,2019-01-07,1
20190430,6115,Yuba County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6115,Yuba County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6115,Yuba County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6115,Yuba County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6115,Yuba County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6115,Yuba County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6115,Yuba County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6115,Yuba County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6115,Yuba County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6115,Yuba County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
