state,year,elev,avg_anomaly,median_anomaly,temp_mean,snow_mean,snow_median,site_count
ID,2012,6,-0.3,-1.2,31.4,18.7,13.2,
ID,2013,6,-3.6,-2.7,29.6,15.4,11.0,
ID,2014,6,-0.2,-0.5,32.2,18.1,13.5,
ID,2015,6,-6.7,-4.5,33.4,13.0,11.7,
ID,2016,6,-1.4,0.0,33.3,17.8,14.4,
ID,2017,6,1.8,2.2,32.0,19.8,15.9,
ID,2000,8,-4.0,-1.7,27.3,14.3,13.2,
ID,2001,8,-7.9,-5.4,26.6,10.1,9.9,
ID,2002,8,-4.1,-1.5,26.0,14.1,14.4,
ID,2003,8,-1.8,-0.2,29.1,16.0,14.2,
ID,2004,8,-5.7,-2.7,29.9,12.7,13.1,
ID,2005,8,-4.8,-2.4,30.8,12.9,12.5,
ID,2006,8,4.1,3.7,29.5,22.2,21.1,
ID,2007,8,-6.1,-3.5,30.0,12.1,11.7,
ID,2008,8,-0.1,2.0,27.3,17.5,17.8,
ID,2009,8,-1.3,0.1,30.0,16.5,15.5,
ID,2010,8,-5.2,-3.1,29.0,12.1,11.8,
ID,2011,8,3.5,2.1,28.5,20.3,18.3,
ID,2012,8,-3.7,-1.3,30.0,14.4,13.6,
ID,2013,8,-4.3,-2.2,28.1,14.0,14.5,
ID,2014,8,-2.1,-1.1,30.1,15.6,13.6,
ID,2015,8,-4.7,-2.4,32.7,13.1,14.2,
ID,2016,8,-1.5,0.1,31.4,16.2,15.9,
ID,2017,8,8.2,9.1,31.2,25.3,23.4,
ID,2000,9,-1.0,0.3,25.8,11.3,12.1,
ID,2001,9,-4.7,-3.2,23.9,7.7,7.1,
ID,2002,9,-1.9,-1.0,25.4,11.8,12.1,
ID,2003,9,-0.8,-1.0,27.9,12.9,12.6,
ID,2004,9,-3.1,-1.4,29.8,10.6,10.4,
ID,2005,9,-2.7,-2.6,29.8,10.3,10.4,
ID,2006,9,2.8,3.0,28.1,16.5,15.9,
ID,2007,9,-4.3,-2.8,29.4,9.5,10.3,
ID,2008,9,1.1,2.2,26.1,14.0,14.7,
ID,2009,9,0.2,0.5,29.4,13.2,12.0,
ID,2010,9,-1.3,-1.6,28.6,11.2,11.1,
ID,2011,9,4.7,3.6,27.8,16.8,16.4,
ID,2012,9,-2.9,-2.2,29.3,10.8,9.5,
ID,2013,9,-0.6,0.8,27.6,13.2,14.1,
ID,2014,9,-1.0,-1.1,29.1,12.7,14.1,
ID,2015,9,-4.8,-3.3,31.5,9.2,10.2,
ID,2016,9,-1.7,-0.8,31.1,11.9,11.4,
ID,2017,9,7.1,7.9,30.1,20.2,19.6,
MT,2002,7,-0.7,-0.6,27.3,11.1,9.3,
MT,2003,7,0.8,0.6,30.4,12.7,11.3,
MT,2004,7,-1.4,-0.1,30.3,10.9,10.0,
MT,2005,7,-2.9,-2.3,30.3,9.1,8.6,
MT,2006,7,1.2,1.5,29.2,13.7,11.8,
MT,2007,7,-2.6,-1.7,29.9,9.9,8.7,
MT,2008,7,1.9,1.7,28.1,13.3,11.6,
MT,2009,7,1.0,1.4,29.9,13.7,12.3,
MT,2010,7,-2.3,-1.1,30.5,10.3,9.6,
MT,2011,7,5.1,4.0,28.9,17.1,15.0,
MT,2012,7,-1.1,-0.1,31.0,12.1,10.4,
MT,2013,7,-2.3,-0.9,28.4,11.1,9.7,
MT,2014,7,3.4,3.9,29.6,16.3,14.8,
MT,2015,7,-1.8,-0.7,32.2,11.8,10.9,
MT,2016,7,-2.0,-0.6,32.2,11.4,10.2,
MT,2017,7,-1.4,-0.9,30.4,11.7,9.7,
MT,2000,7,-1.9,-1.1,30.3,10.6,9.4,
MT,2001,7,-3.8,-3.1,28.8,8.5,7.7,
MT,2002,6,2.8,0.6,28.5,19.5,12.3,
MT,2003,6,-1.5,-0.3,31.2,15.7,11.2,
MT,2004,6,-2.2,-0.3,31.1,15.8,11.9,
MT,2005,6,-5.5,-3.0,30.9,12.1,9.5,
MT,2006,6,2.1,2.3,30.9,19.9,13.4,
MT,2007,6,-1.7,-0.5,30.9,16.3,11.5,
MT,2008,6,3.9,2.6,29.6,20.4,14.3,
MT,2009,6,-0.7,0.4,30.6,16.7,12.3,
MT,2010,6,-2.8,-1.3,31.9,14.5,10.8,
MT,2011,6,8.5,6.5,29.8,25.2,16.9,
MT,2012,6,1.4,1.4,32.0,19.4,13.0,
MT,2013,6,-1.9,-0.6,30.3,16.3,10.8,
MT,2014,6,3.9,4.5,30.2,21.4,15.9,
MT,2015,6,-3.4,-1.3,32.9,15.3,10.5,
MT,2016,6,-3.8,-1.4,33.6,14.7,10.3,
MT,2017,6,-1.3,-0.6,30.9,16.1,10.2,
MT,2000,6,-1.8,-0.6,31.3,16.3,12.0,
MT,2001,6,-6.8,-4.2,29.5,11.0,8.7,
MT,2011,5,0.0,1.7,30.6,13.6,11.6,
MT,2012,5,-2.8,0.6,32.0,11.1,8.7,
MT,2013,5,-6.0,-1.6,31.0,8.0,6.5,
MT,2014,5,-1.7,2.2,30.6,11.9,10.0,
MT,2015,5,-7.2,-3.2,32.7,6.4,6.1,
MT,2016,5,-6.7,-2.6,33.7,7.1,5.6,
MT,2017,5,-4.3,0.2,30.5,9.5,8.2,
MT,2000,5,-2.8,0.2,31.5,11.3,9.4,
MT,2001,5,-6.3,-2.4,30.3,7.3,6.8,
MT,2002,5,-1.2,-0.2,29.7,11.5,8.9,
MT,2003,5,-3.9,-1.2,31.5,9.1,7.2,
MT,2004,5,-3.3,-0.1,31.4,9.9,8.2,
MT,2005,5,-6.9,-4.4,30.8,5.5,5.2,
MT,2006,5,-1.5,0.4,31.4,11.5,9.4,
MT,2007,5,-3.8,-0.9,30.8,9.3,7.3,
MT,2008,5,0.2,1.6,30.4,13.0,10.2,
MT,2009,5,-1.4,1.1,30.8,10.8,9.7,
MT,2010,5,-5.8,-2.8,32.4,6.4,5.3,
MT,2000,8,-1.6,-0.7,29.4,13.4,12.2,
MT,2001,8,-4.8,-3.2,27.7,10.1,9.7,
MT,2002,8,-1.1,-0.8,26.6,13.4,12.6,
MT,2003,8,0.1,0.3,29.4,14.9,14.0,
MT,2004,8,-2.2,-0.8,29.4,12.7,11.6,
MT,2005,8,-2.7,-2.3,29.6,11.8,10.6,
MT,2006,8,1.8,2.1,28.4,17.0,15.6,
MT,2007,8,-3.1,-1.5,29.1,12.2,11.4,
MT,2008,8,3.7,2.5,27.2,17.8,15.9,
MT,2009,8,2.8,3.0,29.1,17.2,15.9,
MT,2010,8,-0.8,-0.4,29.3,13.4,12.6,
MT,2011,8,6.9,5.3,27.7,20.7,18.8,
MT,2012,8,-1.3,-1.0,30.0,13.6,12.1,
MT,2013,8,-1.7,-0.8,27.7,13.4,12.0,
MT,2014,8,4.1,4.5,28.9,18.7,17.9,
MT,2015,8,-2.2,-1.3,31.3,13.1,12.1,
MT,2016,8,-1.8,-1.0,30.9,13.5,12.4,
MT,2017,8,0.0,-0.4,29.8,14.9,12.9,
MT,2000,4,-2.6,0.1,31.5,8.1,8.5,
MT,2001,4,-4.8,-1.5,30.1,6.3,5.5,
MT,2002,4,-2.6,0.2,29.0,8.2,7.5,
MT,2003,4,-3.9,-0.8,31.4,6.8,6.4,
MT,2004,4,-2.4,0.5,31.1,8.0,8.0,
MT,2005,4,-6.9,-4.1,30.0,4.1,4.0,
MT,2006,4,-2.8,0.0,31.4,7.8,7.7,
MT,2007,4,-3.6,-0.7,30.6,6.6,6.6,
MT,2008,4,-0.7,1.5,30.6,9.5,9.4,
MT,2009,4,-2.4,0.4,30.4,7.9,7.1,
MT,2010,4,-4.3,-1.1,33.0,6.4,6.9,
MT,2011,4,2.5,4.0,30.6,12.4,12.2,
MT,2012,4,-1.7,0.4,32.3,8.7,8.6,
MT,2013,4,-4.0,-0.9,31.5,6.9,6.6,
MT,2014,4,-0.1,2.2,29.9,10.6,9.5,
MT,2015,4,-4.2,-2.0,32.7,6.4,5.8,
MT,2016,4,-4.8,-1.8,34.2,6.2,6.0,
MT,2017,4,-2.9,-0.3,29.7,7.9,7.2,
MT,2000,9,-2.3,-0.7,28.3,22.0,23.1,
MT,2001,9,-10.8,-9.2,26.2,14.0,14.4,
MT,2002,9,-0.6,-0.1,25.9,23.2,23.1,
MT,2003,9,-0.5,0.4,29.3,23.4,23.5,
MT,2004,9,-1.0,0.3,29.6,22.5,24.2,
MT,2005,9,-5.5,-5.2,28.8,18.4,18.9,
MT,2006,9,5.0,6.4,28.3,29.3,30.5,
MT,2007,9,-5.1,-3.0,28.4,19.8,19.9,
MT,2008,9,8.7,8.2,26.0,32.1,31.3,
MT,2009,9,2.8,3.4,28.6,26.4,25.6,
MT,2010,9,-4.9,-4.3,28.1,18.6,19.1,
MT,2011,9,9.9,7.4,26.3,33.3,32.7,
MT,2012,9,0.1,0.6,29.7,24.1,23.9,
MT,2013,9,-1.6,0.1,27.1,22.8,23.9,
MT,2014,9,4.0,3.3,28.6,27.7,25.9,
MT,2015,9,-4.6,-2.4,30.4,20.3,19.2,
MT,2016,9,-4.6,-2.7,29.8,20.2,21.5,
MT,2017,9,4.1,4.2,29.9,27.8,28.1,
NM,2002,9,-3.7,-3.4,26.7,4.2,4.2,
NM,2003,9,-0.8,-0.8,30.1,7.1,6.4,
NM,2004,9,-2.4,-2.1,29.5,4.7,4.5,
NM,2005,9,2.3,2.7,30.6,9.0,8.8,
NM,2006,9,-5.8,-5.6,31.5,2.1,1.7,
NM,2007,9,-0.6,-0.1,30.4,6.6,6.8,
NM,2008,9,0.9,1.0,28.4,8.2,8.1,
NM,2009,9,-0.5,-0.1,31.0,6.8,7.0,
NM,2010,9,-0.7,0.1,29.3,9.2,9.1,
NM,2011,9,-8.5,-3.7,28.5,4.0,3.8,
NM,2012,9,-6.8,-1.3,30.7,5.6,5.9,
NM,2013,9,-7.7,-2.7,29.5,4.6,4.3,
NM,2014,9,-9.4,-5.0,32.4,2.7,2.5,
NM,2015,9,-7.8,-2.4,33.8,4.6,4.2,
NM,2016,9,-5.4,-0.6,31.9,6.1,6.2,
NM,2017,9,-4.9,0.3,34.1,7.3,7.5,
NM,2000,9,-3.8,-3.3,29.6,3.9,3.3,
NM,2001,9,0.0,0.4,28.0,7.4,7.3,
NM,2003,10,-0.7,-0.1,26.8,9.8,9.2,
NM,2004,10,-1.7,-1.5,26.9,8.5,7.4,
NM,2005,10,5.0,5.1,29.7,14.7,14.5,
NM,2006,10,-8.0,-8.2,27.5,3.0,1.6,
NM,2007,10,-1.2,-0.5,30.8,9.0,9.4,
NM,2008,10,2.7,3.3,28.9,12.8,12.7,
NM,2009,10,-0.2,0.1,31.4,10.3,9.9,
NM,2010,10,3.4,1.4,29.7,13.3,12.8,
NM,2011,10,-9.5,-5.5,29.5,6.9,6.3,
NM,2012,10,-7.3,-3.0,31.0,9.4,9.8,
NM,2013,10,-9.9,-6.0,28.4,7.0,6.5,
NM,2014,10,-12.7,-9.3,30.2,5.9,5.8,
NM,2015,10,-10.4,-4.5,32.6,8.3,7.6,
NM,2016,10,-7.4,-2.8,30.7,11.1,12.6,
NM,2017,10,-6.7,-2.6,32.9,12.1,10.1,
NM,2000,10,-5.5,-6.1,27.1,5.4,4.8,
NM,2001,10,0.6,0.4,26.6,11.1,11.6,
NM,2002,10,-5.4,-4.1,24.0,5.6,5.5,
NM,2007,8,-3.2,0.0,31.9,4.1,3.5,
NM,2008,8,-2.3,0.3,31.1,5.3,3.9,
NM,2009,8,-2.7,-0.1,33.9,4.4,3.6,
NM,2010,8,-1.1,1.9,32.2,6.1,5.5,
NM,2011,8,-4.5,-1.4,31.0,2.8,2.0,
NM,2012,8,-3.2,-0.1,33.6,4.1,3.9,
NM,2013,8,-4.9,-2.0,29.9,2.4,2.1,
NM,2014,8,-3.9,-3.1,33.6,1.6,1.5,
NM,2015,8,-4.7,-2.0,34.0,2.8,1.9,
NM,2016,8,-2.9,0.1,32.0,4.4,3.8,
NM,2017,8,-2.9,-0.6,34.7,4.9,2.7,
NM,2000,8,-2.9,-3.0,32.3,2.0,1.4,
NM,2001,8,0.4,0.3,29.5,4.7,4.1,
NM,2002,8,-2.0,-1.5,28.0,2.6,2.1,
NM,2003,8,-1.6,-1.4,31.9,2.8,2.1,
NM,2004,8,-1.2,-0.9,29.6,3.2,2.4,
NM,2005,8,0.9,0.5,31.4,5.1,4.2,
NM,2006,8,-4.5,-4.5,31.3,2.0,1.7,
NV,2009,7,-5.4,-1.1,32.6,9.6,9.1,
NV,2010,7,-5.9,-1.5,32.3,10.6,9.6,
NV,2011,7,0.9,2.3,32.3,17.0,14.9,
NV,2012,7,-12.9,-5.9,32.3,6.1,6.1,
NV,2013,7,-10.8,-4.5,30.7,7.7,7.5,
NV,2014,7,-13.2,-5.4,34.5,6.3,5.5,
NV,2015,7,-13.3,-8.8,36.2,6.0,6.5,
NV,2016,7,-8.9,-1.0,34.5,11.1,10.9,
NV,2017,7,-3.4,2.5,33.9,16.7,14.9,
NV,2000,7,-2.0,-0.5,31.2,10.2,9.8,
NV,2001,7,-3.6,-2.4,29.3,8.5,7.8,
NV,2002,7,-0.8,0.5,29.4,11.0,11.4,
NV,2003,7,-2.6,-2.2,33.1,8.9,8.4,
NV,2004,7,-0.4,1.7,32.5,11.8,12.0,
NV,2005,7,1.7,0.9,33.3,12.9,10.3,
NV,2006,7,5.0,5.3,31.5,16.5,16.4,
NV,2007,7,-6.1,-4.5,32.1,6.2,5.7,
NV,2008,7,-0.8,0.3,29.8,10.7,11.0,
NV,2009,8,-5.6,-1.4,32.4,11.8,10.7,
NV,2010,8,-4.9,-2.8,31.9,11.6,10.6,
NV,2011,8,4.4,5.3,32.1,20.1,18.1,
NV,2012,8,-11.4,-7.4,32.0,6.5,5.6,
NV,2013,8,-6.3,-2.3,30.9,11.1,9.6,
NV,2014,8,-9.1,-4.7,34.1,7.7,6.7,
NV,2015,8,-10.4,-6.4,35.3,7.3,7.4,
NV,2016,8,-1.9,2.9,34.4,15.4,16.0,
NV,2017,8,8.6,4.3,33.8,25.1,17.2,
NV,2000,8,-4.0,-2.4,31.1,11.6,10.8,
NV,2001,8,-5.3,-2.5,28.6,10.0,9.2,
NV,2002,8,-1.3,0.0,29.6,13.7,12.7,
NV,2003,8,-1.7,-1.5,31.8,13.2,10.7,
NV,2004,8,-2.1,0.3,31.8,13.6,13.4,
NV,2005,8,3.5,3.7,32.7,17.6,16.0,
NV,2006,8,6.5,5.5,31.4,21.4,19.5,
NV,2007,8,-6.8,-4.5,32.5,8.5,8.2,
NV,2008,8,-0.8,0.2,30.1,14.0,14.4,
NV,2011,10,-11.6,-10.3,29.8,20.7,20.5,
NV,2012,10,-23.0,-23.1,28.9,5.5,6.0,
NV,2013,10,-22.1,-21.7,27.4,7.1,7.1,
NV,2014,10,-21.1,-20.6,30.0,8.2,8.2,
NV,2015,10,-25.2,-24.4,32.2,4.4,4.7,
NV,2016,10,-21.0,-20.6,31.0,9.2,9.6,
NV,2017,10,-15.6,-15.2,30.1,14.4,14.9,
NV,2012,6,-8.3,-3.5,32.1,2.9,2.0,
NV,2013,6,-6.4,-2.2,30.7,4.4,4.2,
NV,2014,6,-14.5,-4.9,35.6,2.2,2.0,
NV,2015,6,-11.8,-5.2,36.0,1.9,1.6,
NV,2016,6,-8.9,0.0,34.2,7.0,7.9,
NV,2017,6,-7.0,1.3,33.3,9.2,9.4,
NV,2000,6,-0.7,-0.5,31.5,6.3,6.4,
NV,2001,6,-2.8,-1.9,28.7,4.2,4.0,
NV,2002,6,2.4,3.4,28.8,9.3,9.3,
NV,2003,6,-3.5,-2.4,31.9,3.5,3.7,
NV,2004,6,1.7,2.6,31.2,8.8,8.9,
NV,2005,6,-2.0,-1.3,33.2,4.7,4.9,
NV,2006,6,2.5,2.8,32.0,8.9,8.8,
NV,2007,6,-4.0,-3.2,31.8,3.4,3.4,
NV,2008,6,2.5,2.7,30.3,8.9,9.3,
NV,2009,6,-0.2,0.7,32.1,6.6,6.7,
NV,2010,6,-0.7,-0.3,33.0,5.5,5.3,
NV,2011,6,2.1,2.0,32.2,8.3,7.3,
NV,2000,9,-3.1,-2.7,29.5,8.1,7.9,
NV,2001,9,-1.0,-0.3,27.5,10.2,10.2,
NV,2002,9,-3.0,-1.5,26.7,8.3,8.2,
NV,2003,9,-1.0,-1.3,29.3,9.6,8.8,
NV,2004,9,-1.8,-0.3,27.9,9.5,8.9,
NV,2005,9,14.6,15.6,31.0,24.3,24.2,
NV,2006,9,1.4,1.9,27.5,12.4,11.2,
NV,2007,9,-5.1,-3.9,31.1,6.1,4.8,
NV,2008,9,-1.1,-0.1,28.3,10.0,11.2,
NV,2009,9,2.1,3.4,30.7,13.2,14.6,
NV,2010,9,1.8,2.0,30.6,11.8,11.4,
NV,2011,9,8.0,8.1,31.1,17.6,16.3,
NV,2012,9,-6.7,-5.5,30.3,4.7,4.1,
NV,2013,9,-4.6,-3.4,28.9,6.8,7.2,
NV,2014,9,-5.6,-4.2,31.6,5.7,5.4,
NV,2015,9,-6.9,-5.1,34.0,4.2,4.3,
NV,2016,9,-0.4,1.2,32.6,10.5,10.1,
NV,2017,9,3.5,4.5,31.6,14.6,14.9,
OR,2001,6,-10.2,-8.1,30.4,9.5,9.1,
OR,2002,6,1.4,2.1,31.4,19.9,15.8,
OR,2003,6,-0.8,-0.6,33.6,16.7,11.6,
OR,2004,6,2.5,3.2,34.1,21.0,15.9,
OR,2005,6,-5.3,-3.2,33.7,12.6,10.4,
OR,2006,6,8.5,7.6,32.7,25.9,20.2,
OR,2007,6,-5.6,-3.8,34.6,15.5,13.1,
OR,2008,6,0.1,1.1,31.9,19.2,16.6,
OR,2009,6,-7.3,-5.4,33.1,13.4,10.6,
OR,2010,6,-3.5,-2.0,33.4,15.9,14.1,
OR,2011,6,2.8,2.2,32.6,22.0,17.0,
OR,2012,6,-8.4,-6.5,33.3,12.3,8.9,
OR,2013,6,-7.7,-4.2,32.5,13.5,11.7,
OR,2014,6,-14.5,-12.0,34.9,5.6,4.4,
OR,2015,6,-14.5,-12.8,36.5,5.6,4.9,
OR,2016,6,-1.8,0.9,35.4,19.6,15.7,
OR,2017,6,2.5,3.3,33.7,22.8,17.8,
OR,2000,6,-1.7,-0.3,31.2,13.3,12.6,
OR,2004,3,1.5,3.0,35.9,15.0,13.7,
OR,2005,3,-11.2,-9.1,35.4,2.1,1.9,
OR,2006,3,1.1,3.2,36.0,13.5,13.4,
OR,2007,3,-3.4,-0.8,36.2,9.8,9.5,
OR,2008,3,17.8,15.8,36.3,29.3,25.9,
OR,2009,3,2.4,3.4,36.6,14.8,12.3,
OR,2010,3,-8.1,-6.2,37.3,4.9,3.6,
OR,2011,3,0.9,1.7,35.8,12.5,10.0,
OR,2012,3,-3.3,-1.5,36.5,10.7,8.0,
OR,2013,3,-3.2,0.9,36.5,11.7,9.8,
OR,2014,3,-10.1,-7.8,36.1,4.4,3.5,
OR,2015,3,-11.1,-7.8,37.8,1.6,1.6,
OR,2016,3,-6.1,-1.9,37.9,9.0,8.0,
OR,2017,3,0.6,4.6,35.2,15.0,13.9,
OR,2000,3,2.4,5.3,35.1,16.4,16.3,
OR,2001,3,-6.8,-3.4,33.9,7.4,6.6,
OR,2002,3,9.8,9.1,33.2,21.6,19.6,
OR,2003,3,-7.7,-5.7,35.9,4.5,3.5,
OR,2007,5,-3.7,-2.5,33.4,13.3,10.0,
OR,2008,5,5.4,4.7,31.9,20.8,16.7,
OR,2009,5,-0.2,0.2,33.3,16.0,12.7,
OR,2010,5,-2.8,-1.1,33.8,13.2,11.3,
OR,2011,5,3.6,2.3,32.7,18.4,15.1,
OR,2012,5,-3.1,-2.1,33.4,13.7,9.8,
OR,2013,5,-4.8,-3.1,32.6,12.6,9.8,
OR,2014,5,-7.7,-5.3,34.8,10.4,7.2,
OR,2015,5,-12.5,-9.3,35.8,6.5,5.9,
OR,2016,5,-0.9,0.8,35.2,16.8,14.6,
OR,2017,5,1.4,2.4,32.9,18.1,15.3,
OR,2000,5,1.2,1.2,31.9,16.9,13.8,
OR,2001,5,-6.7,-4.6,30.0,9.1,7.6,
OR,2002,5,2.8,2.3,30.3,18.4,13.7,
OR,2003,5,-4.7,-3.8,32.4,11.4,8.8,
OR,2004,5,1.9,2.0,32.9,17.7,14.7,
OR,2005,5,-8.4,-6.5,32.4,7.9,6.6,
OR,2006,5,5.7,5.8,32.3,20.4,17.3,
OR,2013,4,-2.8,-0.7,35.3,16.0,14.5,
OR,2014,4,-9.9,-8.6,36.7,9.9,6.4,
OR,2015,4,-16.8,-13.2,37.7,2.9,2.0,
OR,2016,4,-3.3,-0.4,37.4,15.9,14.8,
OR,2017,4,3.9,4.9,35.0,22.0,20.6,
OR,2012,4,-0.4,-0.5,35.8,16.9,12.5,
OR,2000,4,3.9,3.5,34.2,19.6,17.0,
OR,2001,4,-5.1,-3.3,32.6,11.5,11.5,
OR,2002,4,8.1,7.0,32.9,23.6,20.8,
OR,2003,4,-7.5,-5.2,34.9,9.7,6.2,
OR,2004,4,2.0,2.9,35.1,18.3,17.5,
OR,2005,4,-11.5,-10.1,34.4,5.3,4.6,
OR,2006,4,4.3,4.7,34.0,19.5,17.1,
OR,2007,4,-1.2,-0.4,35.6,15.4,14.1,
OR,2008,4,14.8,12.9,34.5,27.8,21.8,
OR,2009,4,4.0,2.2,35.6,19.0,15.9,
OR,2010,4,-4.4,-2.4,36.2,10.8,8.3,
OR,2011,4,5.8,3.4,34.7,19.5,15.2,
OR,2000,7,-1.6,0.2,29.7,15.4,16.2,
OR,2001,7,-6.9,-5.5,27.6,10.8,10.2,
OR,2002,7,-0.7,0.9,26.5,16.3,16.8,
OR,2003,7,-0.5,-0.2,29.5,16.2,15.4,
OR,2004,7,-1.6,-1.1,31.4,15.3,13.5,
OR,2005,7,-3.9,-2.4,31.1,12.6,11.9,
OR,2006,7,5.8,6.5,29.9,22.6,21.7,
OR,2007,7,-4.1,-2.0,32.5,12.9,12.2,
OR,2008,7,1.2,1.4,29.4,17.5,16.9,
OR,2009,7,-2.4,-1.8,31.5,14.4,13.5,
OR,2010,7,0.1,0.0,31.5,15.7,14.2,
OR,2011,7,5.7,4.5,30.1,20.9,18.6,
OR,2012,7,-4.2,-3.0,31.9,12.4,11.3,
OR,2013,7,-1.5,-0.1,31.1,15.3,14.1,
OR,2014,7,-3.5,-2.3,32.3,13.9,13.0,
OR,2015,7,-7.8,-7.3,34.8,11.5,12.3,
OR,2016,7,-0.1,0.5,34.1,18.2,17.6,
OR,2017,7,2.5,3.2,31.7,19.0,17.1,
OR,2000,2,2.2,4.3,34.7,7.4,6.4,
OR,2001,2,-3.0,-1.4,33.6,3.8,4.3,
OR,2002,2,7.8,6.7,34.8,12.3,10.4,
OR,2003,2,-5.2,-2.8,35.3,1.3,1.1,
OR,2004,2,1.6,3.7,35.5,7.3,9.3,
OR,2005,2,-4.4,-3.8,32.9,1.6,1.8,
OR,2006,2,-1.4,0.4,35.7,4.3,3.8,
OR,2007,2,-2.1,0.1,35.1,3.4,3.9,
OR,2008,2,11.0,7.3,36.3,14.6,8.9,
OR,2009,2,-0.1,0.4,36.7,4.4,4.4,
OR,2010,2,-4.0,-1.2,38.4,1.4,1.1,
OR,2011,2,-0.8,1.4,35.5,3.9,2.9,
OR,2012,2,1.9,1.3,36.5,7.0,6.6,
OR,2013,2,0.9,2.9,35.9,6.1,7.1,
OR,2014,2,-4.5,-2.7,36.4,2.3,1.7,
OR,2015,2,-4.4,-3.4,34.9,0.5,0.5,
OR,2016,2,-1.9,0.5,36.2,3.9,3.9,
OR,2017,2,3.6,5.7,35.1,8.5,8.8,
UT,2003,7,-4.9,-3.4,32.2,9.0,7.9,
UT,2004,7,-0.5,1.2,31.5,13.8,11.5,
UT,2005,7,3.2,2.6,33.9,14.9,12.5,
UT,2006,7,3.8,3.3,31.9,16.5,12.4,
UT,2007,7,-5.3,-3.1,30.6,7.9,6.7,
UT,2008,7,2.9,3.4,29.6,14.8,12.7,
UT,2009,7,1.2,0.7,32.4,13.7,10.6,
UT,2010,7,-4.0,-1.9,31.4,9.8,8.6,
UT,2011,7,3.8,4.8,31.7,18.7,14.9,
UT,2012,7,-8.8,-5.0,32.1,7.7,6.5,
UT,2013,7,-7.1,-2.7,29.3,9.1,7.8,
UT,2014,7,-5.8,-2.0,33.0,10.8,8.2,
UT,2015,7,-8.8,-5.1,34.4,7.7,7.2,
UT,2016,7,-6.0,-2.0,32.8,10.6,9.4,
UT,2017,7,-0.6,2.5,33.5,16.5,13.8,
UT,2000,7,-5.0,-3.2,32.7,16.0,13.0,
UT,2001,7,-6.1,-4.7,31.1,15.3,13.4,
UT,2002,7,-2.5,-0.6,30.2,17.4,17.3,
UT,2004,6,6.1,10.9,31.9,21.9,23.6,
UT,2005,6,4.6,3.7,35.1,14.4,14.5,
UT,2006,6,1.1,2.6,32.9,11.2,11.8,
UT,2007,6,-5.1,-3.4,31.0,5.9,4.8,
UT,2008,6,3.9,4.5,31.6,13.9,13.5,
UT,2009,6,1.8,2.3,34.0,12.0,10.9,
UT,2010,6,-2.8,-2.1,33.5,10.1,9.0,
UT,2011,6,-2.4,2.6,32.8,12.1,10.9,
UT,2012,6,-9.0,-3.0,33.1,6.1,4.8,
UT,2013,6,-9.6,-3.8,28.9,6.0,5.1,
UT,2014,6,-9.4,-2.9,32.8,7.5,6.8,
UT,2015,6,-10.5,-6.0,34.5,5.2,3.8,
UT,2016,6,-8.8,-3.5,32.8,7.7,7.2,
UT,2017,6,-5.0,0.4,33.2,11.1,11.1,
UT,2005,8,6.1,5.9,32.7,18.7,17.4,
UT,2006,8,3.3,3.7,30.7,16.9,15.4,
UT,2007,8,-6.2,-4.5,30.1,8.1,7.1,
UT,2008,8,2.3,3.6,28.4,16.4,15.5,
UT,2009,8,-0.8,0.4,31.0,14.1,12.8,
UT,2010,8,-3.0,-2.0,30.4,11.2,10.2,
UT,2011,8,7.7,7.3,30.6,22.0,19.1,
UT,2012,8,-7.8,-5.1,30.8,8.5,7.5,
UT,2013,8,-8.1,-3.7,28.5,9.8,8.8,
UT,2014,8,-8.0,-3.1,31.8,10.3,8.2,
UT,2015,8,-10.9,-6.9,33.4,7.7,7.4,
UT,2016,8,-7.4,-2.0,32.0,11.2,10.2,
UT,2017,8,-1.1,4.1,32.5,17.2,15.1,
UT,2000,8,-3.2,-2.5,28.2,8.5,8.8,
UT,2001,8,-4.9,-4.5,26.5,6.8,5.9,
UT,2002,8,-3.0,-2.0,24.5,8.7,9.3,
UT,2003,8,-4.3,-3.7,30.6,8.4,8.1,
UT,2004,8,-1.8,0.4,30.7,11.9,11.3,
UT,2008,9,1.1,2.4,27.1,13.5,11.6,
UT,2009,9,-1.5,-0.2,29.4,11.4,9.4,
UT,2010,9,-0.9,0.1,28.7,11.4,9.6,
UT,2011,9,6.0,5.5,29.6,18.3,14.4,
UT,2012,9,-6.0,-3.9,29.3,7.7,6.6,
UT,2013,9,-5.5,-1.5,27.5,9.7,8.9,
UT,2014,9,-6.9,-2.5,30.2,8.9,7.6,
UT,2015,9,-8.9,-4.5,32.4,7.3,6.7,
UT,2016,9,-6.1,-1.1,31.1,10.4,9.1,
UT,2017,9,-3.3,1.0,30.9,13.3,12.0,
UT,2007,9,-4.6,-2.6,29.1,7.6,6.2,
UT,2000,9,-3.1,-1.6,28.6,13.9,14.0,
UT,2001,9,-5.0,-3.2,26.7,11.8,11.9,
UT,2002,9,-3.6,-2.5,27.4,17.1,13.3,
UT,2003,9,-5.4,-3.2,29.6,11.1,9.8,
UT,2004,9,-1.9,0.0,29.7,12.2,10.7,
UT,2005,9,10.8,9.0,31.9,23.5,19.9,
UT,2006,9,1.6,1.7,29.2,15.2,12.2,
UT,2010,10,-2.6,-1.0,26.0,11.0,10.5,
